"Année","Identifiant","Type dépôt","Type document","Statut","Auteurs","Titre","Affiliations","Projets","Référence interne","doi","Actes","linkExtId"
2017,"hal-01670212","notice","Article dans une revue",,"Satu Jääskeläinen, Alain Woda","Burning mouth syndrome","CROC, UdA",,,"10.1177/0333102417694883",,
2017,"hal-01452050","notice","Article dans une revue",,"M. Colombier, Lucia Gurioli, T. H. Druitt, T. Shea, Pierre Boivin, Didier Miallier, Nicolas Cluzel","Textural evolution ofmagma during the 9.4-ka trachytic explosive eruption at Kilian Volcano, Chaîne des Puys, France","LMV, Department of Geology and Geophysics, SOEST, University of Hawaii, Honolulu, HI 96822, USA, LPC, CNRS, UJM, INSU - CNRS, UBP, OPGC, University of Hawaii, IN2P3","anrProject projanr-37828 (Clermont-Ferrand centre for research on volcanism) (CLERVOLC), anrProject projanr-49675 (CAP 20-25 (I-Site)) (CAP 20-25)","ClerVolc 232, Challenge 4","10.1007/s00445-017-1099-7",,
2017,"hal-01678978","notice","Article dans une revue",,"Nathalie Guy, Daniel Voisin, Aurélien Mulliez, Pierre Clavelou, Radhouane Dallel","Medication overuse reinstates conditioned pain modulation in women with migraine","Neuro-Dol, CHU Clermont-Ferrand, Unité de Biostatistiques, Délégation Recherche Clinique & Innovation, CHU, UdA, INSERM, CHU Clermont-Ferrand",,,"10.1177/0333102417727545",,
2017,"hal-01680849","notice","Article dans une revue",,"Denys Fontaine, Serge Blond, Christian Lucas, Jean Régis, Anne Donnet, Stéphane Derrey, Evelyne Guegan-Massardier, Bechir Jarraya, Bich Dang-Vu, Frédéric Bourdain, Dominique Valade, Caroline Roos, Christèle Creach, Stephan Chabardès, Pierric Giraud, Jimmy Voirin, Jocelyne Bloch, Alda Rocca, Sophie Colnat-Coulbois, François Caire, Coralie Roger, Sylvie Romettino, Michel Lanteri-Minet","Occipital nerve stimulation improves the quality of life in medically-intractable chronic cluster headache: Results of an observational prospective study","Service de Neurochirurgie, Service de neuro-chirurgie, Epilepsies, Lesions Cerebrales et Systemes Neuraux de la Cognition, Neurologie, maladies neuro-musculaires [Hôpital de la Timone - APHM], Service de neurochirurgie [CHU Rouen], ADEN, IRIB, UNIROUEN UFR Santé, Service de neurologie [Rouen], I2BM, Service de neurologie [Saint-Antoine], Centre Urgence Cephalees, GIN, CHUV, Service de Neurochirurgie [CHRU Nancy], Service de Neurochirurgie [CHU Limoges], CHU, Département d'Evaluation et Traitement de la Douleur, Pôle Neurosciences, Neuro-Dol, CHU Nice, CHRU Lille, Université de la Méditerranée - Aix-Marseille 2, INSERM, AMU, APHM, TIMONE, CHU Rouen, NU, UNIROUEN, CNRS, CEA, Université Paris-Saclay, UPMC, AP-HP, CHU Saint-Antoine [AP-HP], Hôpital Lariboisière, UJF, CHU Grenoble, CHRU Nancy, CHU Limoges, Cliniques du Centre Hospitalo-Universitaire de Nice, Hôpital Pasteur, UCA",,,"10.1177/0333102416673206",,
2017,"hal-01638282","file","Article dans une revue",,"Andrew J.L. Harris, Nicolas Villeneuve, A. Di Muro, V. Ferrazzini, A. Peltier, D. Coppola, M. Favalli, P. Bachèlery, Jean-Luc Froger, Lucia Gurioli, Séverine Moune, Ivan Vlastélic, B. Galle, S. Arellano","Effusive crises at Piton de la Fournaise 2014–2015: a review of a multi-national response model","LMV, OPGC, OVPF, LGSR, UNITO, Department of Earth and Space Sciences [Göteborg], CNRS, UJM, INSU - CNRS, UCA, Institut de Recherche pour le Développement et la société, Institut de Physique du Globe de Paris, UR, Chalmers University of Technology [Göteborg]","anrProject projanr-40674 (Synergie Transdisciplinaire pour Répondre aux Aléas liées au Panaches volcaniques) (STRAP)",,"10.1186/s13617-017-0062-9",,"openaccess"
2017,"hal-01508153","file","Article dans une revue",,"Rima Patel, James D. Moffatt, Evangelia Mourmoura, Luc Demaison, Paul T. Seed, Lucilla Postson, Rachel M. Tribe","Effect of reproductive ageing on pregnant mouse uterus and cervix","Division of Women's Health, St Thomas' Hospital, Division of Biomedical Sciences, Laboratoire de Bioénergétique Fondamentale et Appliquée, UNH, King‘s College London, St. George’s Hospital University, UJF, INRA, UdA, Clermont Université",,,"10.1113/jp273350",,"openaccess"
2017,"hal-01653430","notice","Article dans une revue",,"Ala Mhalla, Thierry Chateau, HOUDA MAAMATOU, SAMI GAZZAH, Najoua Essoukri Ben Amara","SMC faster R-CNN: Toward a scene-specialized multi-object detector","UCA, IP, Unité de recherche SAGE - ENISo, ENISo, UBP, Sigma CLERMONT, CNRS, Université de Sousse",,,"10.1016/j.cviu.2017.06.008",,"arxiv"
2017,"inserm-01586769","file","Article dans une revue",,"Morgane Louessard, Isabelle Bardou, Eloïse Lemarchand, Audrey Thiebaut, Jérôme Parcq, Jérôme Leprince, Anne Terrisse, Valérie Carraro, Pierre Fafournoux, Alain Bruhat, Cyrille Orset, Denis Vivien, Carine Ali, Benoit  Roussel","Activation of cell surface GRP78 decreases endoplasmic reticulum stress and neuronal death","Sérine protéases et physiopathologie de l'unité neurovasculaire, DC2N, PRIMACEN, UNH, UBRC, UNICAEN, NU, INSERM, UNIROUEN, IRIB, CNRS, INRA, UdA, Clermont Université, CHU Caen, TCBN",,,"10.1038/cdd.2017.35",,"pubmedcentral"
2017,"hal-01647795","notice","Article dans une revue",,"Domitille Le Cornec, Qirong Wang, Laurence Galoisy, Guillaume Renaudin, Laurent Izoret, Georges Calas","Greening effect in slag cement materials","IMPMC, ATILH, ICCF, MNHN, UPMC, Institut de recherche pour le développement [IRD] : UR206, CNRS, ATILH, Sigma CLERMONT, UCA",,,"10.1016/j.cemconcomp.2017.08.017",,
2017,"hal-01652358","notice","Article dans une revue",,"Sofiane AMZIANE, Arnaud Perrot","The plate test carried out on fresh cement-based materials:How and why?","IP, LIMATB, Sigma CLERMONT, UCA, CNRS, UBS, UBO, IBNM",,,"10.1016/j.cemconres.2016.12.002",,
2017,"hal-01709115","notice","Article dans une revue",,"Marina Valer, Pierre Schiano, Patrick Bachèlery","Geochemical characteristics of the La Réunion mantle plume source inferred from olivine-hosted melt inclusions from the adventive cones of Piton de la Fournaise volcano (La Réunion Island)","LMV, CNRS, UJM, OPGC, INSU - CNRS, UCA, Institut de Recherche pour le Développement et la société","anrProject projanr-37828 (Clermont-Ferrand centre for research on volcanism) (CLERVOLC), anrProject projanr-49675 (CAP 20-25 (I-Site)) (CAP 20-25)","Challenge 4","10.1007/s00410-017-1397-2",,
2017,"hal-01770298","notice","Article dans une revue",,"Louis Carles, Muriel Joly, Pierre Joly","Mesotrione Herbicide: Efficiency, Effects, and Fate in the Environment after 15 Years of Agricultural Use","LMGE, ICCF, GDEC, UBP, UdA, CNRS, Sigma CLERMONT, UCA, INRA",,,"10.1002/clen.201700011",,
2017,"hal-01659726","notice","Article dans une revue",,"Sotheara Moeung, Christine Chevreau, Sophie Broutin, Jérome Guitton, Bénédicte Lelièvre, Joseph Ciccolini, Christophe Massart, Aude Fléchon, Remy Delva, Gwénaelle Gravis, Jean-Pierre Lotz, Jacques-Olivier Bay, Marine Gross-Goupil, Angelo Paci, Sabrina Marsili, Laurence Malard, Etienne Chatelut, Fabienne Thomas","Therapeutic Drug Monitoring of Carboplatin in High-Dose Protocol (TI-CE) for Advanced Germ Cell Tumors: Pharmacokinetic Results of a Phase II Multicenter Study","Institut Claudius Regaud, Pharmacologie, Université Paris-Saclay, EA3738, GEIHP, SMARTc unit, Oncologie génito-urinaire, Service d'Oncologie Médicale [Centre hospitalier Lyon Sud - HCL], Service d'Oncologie Médicale [Angers], Département d'Oncologie Médicale, UPMC, CHELTER, Laboratoire de pharmacocinétique, Département de biologie et pathologie médicales [Gustave Roussy], IGR, UCBL, Université de Lyon, UA, CRO2, AMU, TIMONE, INSERM, Département de médecine oncologique [Gustave Roussy], CHLS, HCL, Centre Paul Papin, UCA",,,"10.1158/1078-0432.CCR-17-1344",,"openaccess"
2017,"hal-01744148","notice","Article dans une revue",,"Farès Moustafa, Rémi Malhomme, Bruno Pereira, Alain Barres, Jennifer Saint-Denis, Frederic Dutheil, Marie Batisse, Jeannot Schmidt","Assessment of the Impact of l-Thyroxine Therapy on Bleeding Risk in Patients Receiving Vitamin K Antagonists","Département des Urgences, service de Biostatistiques, DRCI, LAPSCO, Service d’Accueil des Urgences [CHU Gabriel Montpied], CHU Clermont-Ferrand, Centre Hospitalier Universitaire de Clermont-Ferrand, UCA, CNRS, CHU Gabriel Montpied [Clermont-Ferrand]",,,"10.1007/s40261-017-0545-9",,
2017,"hal-01656483","file","Article dans une revue",,"Etienne Puymirat, Tabassome Simon, Guillaume Cayla, Yves Cottin, Meyer Elbaz, Pierre Coste, Gilles Lemesle, Pascal Motreff, Batric Popovic, Khalife Khalife, Jean Labèque, Thibaut Perret, Christophe Le Ray, Laurent Orion, Bernard Jouve, Didier Blanchard, Patrick Peycher, Johanne Silvain, Philippe Gabriel Steg, Patrick Goldstein, Pascal Gueret, Loic Belle, Nadia Aissaoui, Jean Ferrières, François Schiele, Nicolas Danchin","Acute Myocardial Infarction","HEGP, CHU Saint-Antoine [AP-HP], CHU Nîmes, PEC2, Service de cardiologie [Toulouse], Department of Cardiology, CHRU Lille, CHU, IP, Centre Hospitalier du Pays d'Aix, Pôle Cardiologie Interventionnelle / Coro-scanner / IRM Cardiaque, Institut de cardiologie [CHU Pitié-Salpêtrière], Service de cardiologie, SAMU 59 et Pôle de l'Urgence, Service de cardiologie, Service de Cardiologie, PARCC - UMR-S U970, LEASP, Service de cardiologie, Service de cardiologie [CHU HEGP], HUPO, AP-HP, UB, UBFC, Hôpital de Rangueil, CHU Toulouse [Toulouse], University Hospital of Rangueil, CHU Clermont-Ferrand, Sigma CLERMONT, UCA, CNRS, Clinique Saint Gatien, CHU Pitié-Salpêtrière [AP-HP], UPD7, AP-HP - Hôpital Bichat - Claude Bernard [Paris], Hôpital Henri Mondor, UPEC UP12, Centre hospitalier de la région d'Annecy, UPD5, INSERM, UT3, Université Fédérale Toulouse Midi-Pyrénées, CHRU Besançon",,,"10.1161/CIRCULATIONAHA.117.030798",,"openaccess"
2017,"hal-01681667","notice","Article dans une revue",,"Marie-Christine Toczek, Carine Souchal","Le pouvoir des contextes évaluatifs","ACTé , UCA",,"*Interface",,,
2017,"halshs-01683728","file","Article dans une revue",,"Emmanuèle Auriac-Slusarczyk,  Gabriela Fiema, Julie Pironom, Karima Belghiti","Verbal manifestation of critical thought. Transversal study from age 10 to 18 in France.","ACTé , GREE, 2LCD, UCA, FLDM",,,"10.5430/wje.v7n6p38",,"openaccess"
2017,"hal-01448514","notice","Article dans une revue",,"Alexis Metzger, Tabeaud Martine","Reconstruction of the winter weather in East Friesland at the turn of the 16th and 17th centuries (1594-1612)","GEOLAB, LIVE, ENeC, CNRS, IR SHS UNILIM, UNILIM, UBP, UCA, UNISTRA, UP4",,,,,
2017,"hal-01852116","notice","Article dans une revue",,"C. Nourrisson, D. Garcia-Hermoso, F. Morio, C. Kauffmann-Lacroix, N. Berrette, J. Bonhomme, P. Poirier, O. Lortholary, French Mycosis Study Group","Thermothelomyces thermophila human infections","LMGE, Mycologie moléculaire, IICiMed - EA 1155, CHU Poitiers, Centre hospitalier du Mans, CHU Caen, Centre d'infectiologie Necker-Pasteur [CHU Necker], CNRMA, UPD5, UBP, UdA, CNRS, Institut Pasteur [Paris], UN, UFR Sciences et Techniques [Université de Nantes], UFR des Sciences Pharmaceutiques [Université de Nantes], Centre Hospitalier Le Mans (CH Le Mans), NU, TCBN, CHU Necker - Enfants Malades [AP-HP]",,,"10.1016/j.cmi.2016.10.025",,"openaccess"
2017,"hal-01670540","notice","Article dans une revue",,"Lina Stangvaltaite, Falk Schwendicke, Christopher Holmgren, Marion Finet, Marisa Maltz, Karim Elhennawy, Eero Kerosuo, Sophie Doméjean","Management of pulps exposed during carious tissue removal in adults: a multi-national questionnaire-based survey","    Aide Odontologique Internationale, CROC, UCA",,,"10.1007/s00784-016-2023-9",,
2017,"hal-01670495","notice","Article dans une revue",,"Sophie Doméjean, Stéphanie Léger, Antoine Simon, Nadège Boucharel, Christopher Holmgren","Knowledge, opinions and practices of French general practitioners in the assessment of caries risk: results of a national survey","CROC, LMBP,     Aide Odontologique Internationale, UCA, CNRS",,,"10.1007/s00784-016-1932-y",,
2017,"hal-01659216","notice","Article dans une revue",,"Jérôme Ory, Charline Mourgues, Evelyne Raybaud, Russell Chabanne, Jean Christophe Jourdy, Fabien Belard, Renaud Guerin, Bernard Cosserant, Jean Sébastien Faure, Laure Calvet, Bruno Pereira, Dominique Guélon, Ousmane Traore, Laurent Gerbaud","Cost assessment of a new oral care program in the intensive care unit to prevent ventilator-associated pneumonia","LMGE, Department of Perioperative Medicine, CHU Clermont-Ferrand, Unité de soins intensifs [Clermont Ferrand], chirurgie thoracique et cardio-vasculaire, Service de Réanimation Médicochirurgicale, CHU de Clermont- Ferrand, Clermont-Ferrand, France, CHU, IP, UBP, UdA, CNRS, CHU Clermont-Ferrand, Hôpital Gabriel Montpied, Centre Hospitalier Universitaire de Clermont-Ferrand, Service de Réanimation Médicochirurgicale, CHU de Clermont- Ferrand, Clermont-Ferrand, France, Sigma CLERMONT, UCA",,,"10.1007/s00784-017-2289-6",,
2017,"hal-01594568","notice","Article dans une revue",,"Johan Gagniere, Virginie Bonnin, Anne-Sophie Jarrousse, Emilie Cardamone, Allison Agus, Nancy Uhrhammer, Pierre Sauvanet, Pierre Dechelotte, Nicolas Barnich, Richard Bonnet, Denis Pezet, Mathilde Bonnet","Interactions between microsatellite instability and human gut colonization by Escherichia coli in colorectal cancer","M2iSH, Département de Pathologie, Département Oncogénétique, INRA, INSERM, UCA, CRNH d'Auvergne, ULB, Institut Jules Bordet [Bruxelles], ULB, UNICANCER/CJP, UNICANCER",,,"10.1042/CS20160876",,"openaccess"
2017,"hal-01899894","notice","Article dans une revue",,"Pierre Druilhet","On the Flatland paradox and limiting arguments","LMBP, UCA, CNRS",,,"10.1080/03610926.2017.1295157",,
2017,"hal-01793285","notice","Article dans une revue",,"Philippe Caillet, Evelyne Liuu, Agathe Raynaud Simon, Marc Bonnefoy, Olivier Guerin, Gilles Berrut, Bruno Lesourd, Claude Jeandel, Monique Ferry, Yves Rolland, Elena Paillaud","Association between cachexia, chemotherapy and outcomes in older cancer patients: A systematic review","Hôpital Henri Mondor, Service de gériatrie [Poitiers], Service de gériatrie, CHLS, CHU Nice, Service de médecine aïgue gériatrique [Nantes], AME2P, CHU Clermont-Ferrand, CHRU Montpellier, CHU Toulouse [Toulouse], AP-HP, Hôpital Henri Mondor, UPEC UP12, CHU Poitiers, UPD7, AP-HP - Hôpital Bichat - Claude Bernard [Paris], HCL, UNAM, CHU Nantes, Faculté des Sciences du SportFaculté des Sciences du Sport, UFR STAPS, UCA",,,"10.1016/j.clnu.2016.12.003",,
2017,"hal-01594113","notice","Article dans une revue",,"Eric Frison, Yves Boirie, Evelyne Peuchant, Maturin Tabue-Teguo, Pascale Barberger-Gateau, Catherine Féart","Plasma fatty acid biomarkers are associated with gait speed in community-dwelling older adults: The Three-City-Bordeaux study","U1219, équipe Biostatistique, UB, UNH, CRNH d'Auvergne, Département Nutrition Clinique, U876, Service de Biochimie, CHU Bordeaux [Bordeaux], Centre de Recherche , INRA, UCA, Centre Hospitalier Universitaire de Clermont-Ferrand, INSERM",,,"10.1016/j.clnu.2015.12.008",,
2017,"hal-01016676","file","Article dans une revue",,"Christoph Kriegler, Lutz Weis","Spectral multiplier theorems and averaged R-boundedness","LMBP, Fakultät für Mathematik, KIT, Allemagne, UBP, CNRS, Institut für Algebra und Geometrie / Institute for Algebra and Geometry, KIT",,,,,
2017,"hal-01695890","notice","Article dans une revue",,"G. T. Duval, P.-Y. Paré, J. Gautier, Stephane Walrand, Mickaël Dinomais, Cédric Annweiler","Vitamin D and the mechanisms, circumstances and consequences of falls in older adults: A case-control study","Department of Neuroscience and Aging, Division of Geriatric Medicine and Memory Clinic, Research Centre on Autonomy and Longevity, UNH, LARIS, LUNAM, Médecine Physique et Réadaptation , UNAM, Research Office, Schulich Medicine and Dentistry , CHU Angers, INRA, UCA, UA, UWO",,"ISISV","10.1007/s12603-016-0857-0",,
2017,"hal-01659827","file","Article dans une revue",,"J. Verney, Vincent Martin, S. Ratel, V. Chavanelle, M. Bargetto, M. Etienne, E. Chaplais, P. Le Ruyet, C. Bonhomme, L. Combaret, C. Guillet, N. Boisseau, P. Sirvent, Dominique Dardevet","Soluble milk proteins improve muscle mass recovery after immobilization-induced muscle atrophy in old rats but do not improve muscle functional property restoration","AME2P, LACTALIS R&D, Lactalis Nutrition Santé, UNH, UNH, Faculté des Sciences du SportFaculté des Sciences du Sport, UFR STAPS, UCA, Groupe Lactalis, INRA, UdA, Clermont Université",,,"10.1007/s12603-016-0855-2",,"openaccess"
2017,"hal-01655037","notice","Article dans une revue",,"B. Eyheraguibel, M. Traïkia, S. Fontanella, M. Sancelme, S. Bonhomme, D. Fromageot, J. Lemaire, G. Lauranson, J. Lacoste, A.M. Delort","Characterization of oxidized oligomers from polyethylene films by mass spectrometry and NMR spectroscopy before and after biodegradation by a Rhodococcus rhodochrous strain","ICCF, Centre National d'Evaluation de Photoprotection, Ribeyron SA, Sigma CLERMONT, UCA, CNRS",,,"10.1016/j.chemosphere.2017.05.137",,
2017,"inserm-01856278","file","Article dans une revue",,"Teuta Eljezi, Pierre Pinta, Damien Richard, Jérémy Pinguet, Jean-Michel Chezal, Marie-Christine Chagnon, Valérie Sautou, Gaël Grimandi, Emmanuel Moreau","In vitro cytotoxic effects of DEHP-alternative plasticizers and their primary metabolites on a L929 cell line","IMoST, Pole Pharmacie [CHU Clermont-Ferrand], LIOAD, IREGE, Service de pharmacologie [CHU Clermont-Ferrand], C-BIOSENSS, RMeS, INSERM, UCA, CHU Clermont-Ferrand, UN, IFR26, USMB [Université de Savoie] [Université de Chambéry], UdA, ONIRIS, CHU Nantes, UFR MEDECINE",,,"10.1016/j.chemosphere.2017.01.026",,
2017,"hal-01636195","notice","Article dans une revue",,"Estelle Rose-Koga, K.T. Koga, M. Moreira, Ivan Vlastélic, M.G. Jackson, M.J. Whitehouse, N. Shimizu, N. Habib","Geochemical systematics of Pb isotopes, fluorine, and sulfur in melt inclusions from São Miguel, Azores","LMV, IPGP, WHOI, INSU - CNRS, UJM, Institut de Recherche pour le Développement et la société, UCA, CNRS, OPGC, UPMC, IPG PARIS, UPD7, UR","anrProject projanr-37828 (Clermont-Ferrand centre for research on volcanism) (CLERVOLC), anrProject projanr-49675 (CAP 20-25 (I-Site)) (CAP 20-25)","Challenge 4","10.1016/j.chemgeo.2017.03.024",,
