adrCleost,adresse,codePostal,ville,Statut,anneePubli,Domaine,Titre Article,Titre Journal,doi
217037878P16,"Ctr Jean Perrin, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,Real-life activity of eribulin among metastatic breast cancer patients in the multicenter national observational ESME program,CANCER RES,
217088309P1,"Univ Clermont Auvergne, CNRS, SIGMA Clermont, Inst Chim Clermont Ferrand, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,NC,2018,SMV,Metabolomic study of the response to cold shock in a strain of Pseudomonas syringae isolated from cloud water,METABOLOMIC,
217088309P2,"Univ Clermont Auvergne, INRA, UNH, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,NC,2018,SMV,Metabolomic study of the response to cold shock in a strain of Pseudomonas syringae isolated from cloud water,METABOLOMIC,
217088592P2,"Univ Clermont Auvergne, CNRS, LAPSCO, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2018,SMV,Increased heart rate after exercise facilitates the processing of fearful but not disgusted faces,SCI REP,
217095542P5,"Univ Blaise Pascal, Clermont Univ, CNRS, IN2P3,LPC, Clermont Ferrand, France",,CLERMONT-FERRAND,NC,2018,SMV,Search for weakly decaying b-flavored pentaquarks,PHYS REV D,
217106245P2,"CNRS, LIMOS Lab, UMR 6158, Clermont Ferrand, France",,CLERMONT-FERRAND,NC,2018,SMV,Energy and Delay Optimization of Heterogeneous Multicore Wireless Multimedia Sensor Nodes by Adaptive Genetic-Simulated Annealing Algorithm,WIREL COM M,
217109175P6,"CHU Clermont Ferrand, Hop Gabriel Montpied, Clermont Ferrand, France",,CLERMONT-FERRAND,NC,2018,SMV - SHS,Health related quality of life in patients with community-acquired pneumococcal pneumonia in France,HEALTH QU L,
217113095P1,"Univ Clermont Auvergne, INRA, GDEC, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,High throughput SNP discovery and genotyping in hexaploid wheat,PLOS ONE,
217121505P10,"Univ Clermont Auvergne, CNRS, LaPSCo,WittyFit, Stress Physiol Psychosocial,CHU Clermont Ferrand,S, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,"Evidence of Rapid Modulation by Social Information of Subjective, Physiological, and Neural Responses to Emotional Expressions",FR BEH NEUR,
217121505P5,"Univ Clermont Auvergne, CNRS, LaPSCo, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,"Evidence of Rapid Modulation by Social Information of Subjective, Physiological, and Neural Responses to Emotional Expressions",FR BEH NEUR,
217124184P59,"Univ Clermont Auvergne, CNRS, IN2P3, LPC, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,Measurement of tau polarisation in Z/gamma* -> tau tau decays in proton-proton collisions at root s=8 TeV with the ATLAS detector,EUR PHY J C,
217124932P1,"Univ Clermont Ferrand, GReD Lab, CNRS UMR 6293, INSERM U1103, Clermont Ferrand, France",,CLERMONT-FERRAND,NC,2018,SMV,Jak-Stat pathway induces Drosophila follicle elongation by a gradient of apical contractility,ELIFE,
217133985P4,"INRA, UMR Genet Divers & Ecophysiol Cereals GDEC 1095, 5 Chemin Beaulieu, F-63100 Clermont Ferrand, France",63100,CLERMONT-FERRAND,NC,2018,SMV,The Physcomitrella patens chromosome-scale assembly reveals moss genome structure and evolution,PLANT J,10.1111/tpj.13801
217137747P3,"Univ Clermont Auvergne, INRA, UNH, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,NC,2018,SMV,Combined in vivo and in silico approaches for predicting the release of bioactive peptides from meat digestion,FOOD CHEM,10.1016/j.foodchem.2018.01.013
217137996P1,"Univ Clermont Auvergne, Inst Natl Rech Agron, Unite Mixte Rech 1095, GDEC, F-63039 Clermont Ferrand 2, France",630392,CLERMONT-FERRAND,NC,2018,SMV,Induction of Targeted Deletions in Transgenic Bread Wheat (Triticum aestivum L.) Using Customized Meganuclease,PL MOL B RE,10.1007/s11105-017-1062-y
217148386P3,"Ctr Jean Perrin, Serv Phys Med, Clermont Ferrand, France",,CLERMONT-FERRAND,NC,2018,SMV,Registration of phase-contrast images in propagation-based X-ray phase tomography,J MICROSC O,10.1111/jmi.12606
217154401P5,"Univ Blaise Pascal, CNRS, Inst Pascal, UMR6602,IFMA, Aubiere, France",,AUBIERE,NC,2018,SMV,Assessment of Digital Image Correlation Measurement Accuracy in the Ultimate Error Regime: Improved Models of Systematic and Random Errors,EXP MECH,10.1007/s11340-017-0328-5
217163624P3,"Univ Auvergne, Ctr Hosp Univ Estaing, Dept Hepatol & Gastroenterol, UMR CNRS 6284, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,Resistance characterization of ledipasvir and velpatasvir in hepatitis C virus genotype 4,J VIRAL HEP,10.1111/jvh.12795
217168520P1,"Univ Clermont Auvergne, CHU Clermont Ferrand, Serv Radiol, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2018,SMV,Faecal calprotectin and magnetic resonance imaging in detecting Crohn's disease endoscopic postoperative recurrence,WORLD J GAS,10.3748/wjg.v24.i5.641
217168520P3,"Univ Clermont Auvergne, CHU Clermont Ferrand, INSERM, 3iHP,Serv Hepatogastroenterol, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2018,SMV,Faecal calprotectin and magnetic resonance imaging in detecting Crohn's disease endoscopic postoperative recurrence,WORLD J GAS,10.3748/wjg.v24.i5.641
217168520P6,"CHU Clermont Ferrand, DRCI, Unite Biostat, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2018,SMV,Faecal calprotectin and magnetic resonance imaging in detecting Crohn's disease endoscopic postoperative recurrence,WORLD J GAS,10.3748/wjg.v24.i5.641
217169544P1,"Univ Hosp, Nephrol Dialysis & Transplantat Dept, 58 Rue Montalembert, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,NC,2018,SMV,Immunoallergic interstitial nephritis secondary to denosumab,JOINT BONE,10.1016/j.jbspin.2017.01.005
217169544P2,"Univ Hosp, Anat & Pathol Dept, 58 Rue Montalembert, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,NC,2018,SMV,Immunoallergic interstitial nephritis secondary to denosumab,JOINT BONE,10.1016/j.jbspin.2017.01.005
217173319P2,"CHU Clermont Ferrand, Hop Estaing, Pl Lucie & Raymond Aubrac, F-63100 Clermont Ferrand, France",63100,CLERMONT-FERRAND,C,2018,SMV,Hair cortisol concentrations in New Zealand white rabbits subjected to surgery,ANIM WELFAR,10.7120/09627286.27.1.013
217201100P2,"Claude Bernard Univ Lyon, CRIS, Villeurbanne, France",,VILLEURBANNE,NC,2018,SMV,Wellbeing perception and the impact on external training output among elite soccer players,J SCI MED S,10.1016/j.jsams.2017.03.019
217218827P2,"UFR Med, Dept Gen Med, Fac Med, Clermont Ferrand, France",,CLERMONT-FERRAND,NC,2018,SMV,Cross-sectional multicentre study on the cohort of all the French junior lecturers in general practice,EUR J GEN P,10.1080/13814788.2017.1422176
217219893P1,"CHU Clermont Ferrand, Serv Biol & Med Reprod, AMP CECOS, Site Estaing 1,Pl Lucie & Raymond Aubrac, F-63003 Clermont Ferrand, France",63003,CLERMONT-FERRAND,NC,2018,SMV,Fertility preservation in oncology,B CANCER,10.1016/j.bulcan.2017.11.001
217219893P2,"Univ Clermont Auvergne, CHU Clermont Ferrand, INSERM, Imagerie Mol & Strategies Theranost U1240, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,NC,2018,SMV,Fertility preservation in oncology,B CANCER,10.1016/j.bulcan.2017.11.001
217219893P3,"CHU Clermont Ferrand, Serv Therapie Cellulaire & Hematol Clin, Site Gabriel Montpied 58,Rue Montalembert, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,NC,2018,SMV,Fertility preservation in oncology,B CANCER,10.1016/j.bulcan.2017.11.001
217219893P4,"CHU Clermont Ferrand, Serv Hematol & Oncol Pediat, Site Estaing 1,Pl Lucie & Raymond Aubrac, F-63003 Clermont Ferrand, France",63003,CLERMONT-FERRAND,NC,2018,SMV,Fertility preservation in oncology,B CANCER,10.1016/j.bulcan.2017.11.001
217232760P16,"CHU Clermont Ferrand, Dermatol Dept, Clermont Ferrand, France",,CLERMONT-FERRAND,NC,2018,SMV,STAT3 Mediates Nilotinib Response in KIT-Altered Melanoma: A Phase II Multicenter Trial of the French Skin Cancer Network,J INVES DER,10.1016/j.jid.2017.07.839
217237738P3,"Univ Clermont Auvergne, Neurodol, UMR Inserm 1107, Fac Chirurg Dent, 2 Rue Braga, F-63100 Clermont Ferrand, France",63100,CLERMONT-FERRAND,NC,2018,SMV,Fuzzy unknown input observer for understanding sitting control of persons living with spinal cord injury,ENG APP ART,10.1016/j.engappai.2017.09.016
217323794P3,"Univ Clermont Auvergne, CHU Estaing Clermont Ferrand, Serv Odontol, UFR Odontol, F-63001 Clermont Ferrand, France",63001,CLERMONT-FERRAND,NC,2018,SMV,The use of FDI criteria in clinical trials on direct dental restorations: A scoping review,J DENT,10.1016/j.jdent.2017.10.007
217323794P4,"Ctr Rech Odontol Clin EA 4847, F-63100 Clermont Ferrand, France",63100,CLERMONT-FERRAND,NC,2018,SMV,The use of FDI criteria in clinical trials on direct dental restorations: A scoping review,J DENT,10.1016/j.jdent.2017.10.007
217324647P1,"CHU Clermont Ferrand, Ctr Pharmacol Clin, F-63003 Clermont Ferrand, France",63003,CLERMONT-FERRAND,NC,2018,SMV,Memantine for the treatment of general neuropathic pain: a narrative review,FUN CL PHAR,10.1111/fcp.12316
217324647P2,"INSERM, CIC 1405,Neurodol 1107, F-63003 Clermont Ferrand, France",63003,CLERMONT-FERRAND,NC,2018,SMV,Memantine for the treatment of general neuropathic pain: a narrative review,FUN CL PHAR,10.1111/fcp.12316
217324647P3,"Clermont Univ, Fac Med, Pharmacol Lab, F-63001 Clermont Ferrand, France",63001,CLERMONT-FERRAND,NC,2018,SMV,Memantine for the treatment of general neuropathic pain: a narrative review,FUN CL PHAR,10.1111/fcp.12316
217329180P24,"CHU Clermont Ferrand, Hematol Dept, Clermont Ferrand, France",,CLERMONT-FERRAND,NC,2018,SMV,Similar outcome of allogeneic stem cell transplantation after myeloablative and sequential conditioning regimen in patients with refractory or relapsed acute myeloid leukemia: A study from the Societe Francophone de Greffe de Moelle et de Therapie Cellulaire,AM J HEMAT,10.1002/ajh.25004
217330576P1,"Fac Med Clermont Ferrand, CNRS, UMR Auvergne 6284, 28 Pl Henri Dunant, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,NC,2018,SMV,Preliminary trial of augmented reality performed on a laparoscopic left hepatectomy,SURG ENDOSC,10.1007/s00464-017-5733-4
217330576P2,"CHU Clermont Ferrand, Estaing Hosp, Dept Digest & Hepatobiliary Surg, 1 Pl Lucie & Raymond Aubrac, F-63003 Clermont Ferrand, France",63003,CLERMONT-FERRAND,NC,2018,SMV,Preliminary trial of augmented reality performed on a laparoscopic left hepatectomy,SURG ENDOSC,10.1007/s00464-017-5733-4
217330576P3,"Clermont Ferrand Univ, Hosp Estaing, Dept HPB Surg, 1 Pl Lucie & Raymond Aubrac, F-63003 Clermont Ferrand, France",63003,CLERMONT-FERRAND,NC,2018,SMV,Preliminary trial of augmented reality performed on a laparoscopic left hepatectomy,SURG ENDOSC,10.1007/s00464-017-5733-4
217331507P1,"CHU Clermont Ferrand, Hop Estaing, Clermont Ferrand, France",,CLERMONT-FERRAND,NC,2018,SMV,Organ Dysfunction After Surgery in Patients Treated With Individualized or Standard Blood Pressure Management Reply,J AM MED A,10.1001/jama.2017.20956
217331507P2,"CHU Clermont Ferrand, Direct Rech Clin, Clermont Ferrand, France",,CLERMONT-FERRAND,NC,2018,SMV,Organ Dysfunction After Surgery in Patients Treated With Individualized or Standard Blood Pressure Management Reply,J AM MED A,10.1001/jama.2017.20956
217331839P5,"CHU Estaing, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,Gaucher disease: French registry cohort of 58 patients treated with eliglustat,MOL GEN MET,
217332059P2,"Univ Clermont Auvergne, CNRS, LIMOS, Aubiere, France",,AUBIERE,NC,2018,SMV,Output-Polynomial Enumeration on Graphs of Bounded (Local) Linear MIM-Width,ALGORITHMIC,10.1007/s00453-017-0289-1
217332714P1,"Univ Auvergne, Clermont Univ, Unite Nutr Humaine, BP 10448, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2018,SMV,Metabolic adaptations to HFHS overfeeding: how whole body and tissues postprandial metabolic flexibility adapt in Yucatan mini-pigs,EUR J NUTR,10.1007/s00394-016-1302-1
217332714P2,"INRA, CRNH Auvergne, UNH, UMR 1019, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2018,SMV,Metabolic adaptations to HFHS overfeeding: how whole body and tissues postprandial metabolic flexibility adapt in Yucatan mini-pigs,EUR J NUTR,10.1007/s00394-016-1302-1
217332714P3,"INRA, UNH, Plateforme Explorat Metab, UMR 1019, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2018,SMV,Metabolic adaptations to HFHS overfeeding: how whole body and tissues postprandial metabolic flexibility adapt in Yucatan mini-pigs,EUR J NUTR,10.1007/s00394-016-1302-1
217332714P4,"INRA, UR454, Unite Microbiol, F-63122 St Genes Champanelle, France",63122,SAINT-GENES-CHAMPANELLE,NC,2018,SMV,Metabolic adaptations to HFHS overfeeding: how whole body and tissues postprandial metabolic flexibility adapt in Yucatan mini-pigs,EUR J NUTR,10.1007/s00394-016-1302-1
217353645P1,"Univ Clermont Auvergne, CNRS, SIGMA Clermont, Inst Chim Clermont Ferrand, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,NC,2018,SMV,An efficient and simple tool for assessing singlet oxygen involvement in the photo-oxidation of conjugated materials,SOL EN MAT,10.1016/j.solmat.2017.10.03.9
217356738P1,"Univ Clermont Auvergne, INRA, UMR MEDIS 454, Clermont Ferrand, France",,CLERMONT-FERRAND,NC,2018,SMV,"FibroChip, a Functional DNA Microarray to Monitor Cellulolytic and Hemicellulolytic Activities of Rumen Microbiota",FRONT MICRO,
217378495P4,"Univ Auvergne, Serv Hematol Clin & Therapie Cellulaire, CHU, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,Nationwide survey on the use of eltrombopag in patients with severe aplastic anemia: a report on behalf of the French Reference Center for Aplastic Anemia,HAEMATOLOG,10.3324/haematol.2017.176339
217410565P25,"Ctr Jean Perrin, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,Analytical validation of a standardized scoring protocol for Ki67 assessed on breast excision whole sections: An international multicenter collaboration,CANCER RES,
217410565P26,"Univ Auvergne, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,Analytical validation of a standardized scoring protocol for Ki67 assessed on breast excision whole sections: An international multicenter collaboration,CANCER RES,
217472092P16,"Ctr Jean Perrin, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,Oral etoposide (VP-16) in heavily pre-treated metastatic breast cancer: A multicenter national observational study,CANCER RES,
217489711P1,"Univ Clermont Auvergne, Inst Pascal, PHOTON N2, CNRS, 4 Ave Blaise Pascal, F-63178 Aubiere, France",63178,AUBIERE,NC,2018,SMV,Topological optical isolator based on polariton graphene,APPL PHYS L,
217504351P1,"Univ Clermont Auvergne, CNRS, Lab Microorganismes Genome & Environm, Clermont Ferrand, France",,CLERMONT-FERRAND,NC,2018,SMV,"Monitoring human enteric viruses in wastewater and relevance to infections encountered in the clinical setting: a one-year experiment in central France, 2014 to 2015",EUROSURVEIL,
217504351P2,"CHU Clermont Ferrand, Ctr Natl Reference Enterovirus & Parechovirus, Lab Virol, Lab Associe, Clermont Ferrand, France",,CLERMONT-FERRAND,NC,2018,SMV,"Monitoring human enteric viruses in wastewater and relevance to infections encountered in the clinical setting: a one-year experiment in central France, 2014 to 2015",EUROSURVEIL,
217505121P1,"Univ Clermont Auvergne, INRA, UNH, CRNH Auvergne, 58 Rue Montalembert,BP 321, F-63009 Clermont Ferrand, France",63009,CLERMONT-FERRAND,NC,2018,SMV,"Dietary canolol protects the heart against the deleterious effects induced by the association of rapeseed oil, vitamin E and coenzyme Q10 in the context of a high-fat diet",NUTR METABO,
217506605P5,"Jean Perrin Canc Ctr, Med Oncol Dept, Clermont Ferrand, France",,CLERMONT-FERRAND,NC,2018,SMV,Safety and efficacy of temsirolimus as second line treatment for patients with recurrent bladder cancer,BMC CANCER,
217513488P5,"Univ Clermont Auvergne, INRA, Human Nutr Unit, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2018,SMV,Guidelines for Biomarker of Food Intake Reviews (BFIRev): how to conduct an extensive literature search for biomarker of food intake discovery,GENES NUTR,10.1186/s12263-018-0592-8
217513753P60,"Univ Clermont Auvergne, CNRS, IN2P3, LPC, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,Search for dark matter produced in association with bottom or top quarks in root s=13 TeV pp collisions with the ATLAS detector,EUR PHY J C,
217516233P5,"CHU Gabriel Montpied, Serv ORL Chirurg Cerv Faciale, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,Don't speak too fast! Processing of fast rate speech in children with specific language impairment,PLOS ONE,
217517585P1,"Clermont Auvergne Univ, INSERM, UMR 1107, Neurosensory Biophys, Clermont Ferrand, France",,CLERMONT-FERRAND,NC,2018,SMV,Transient Abnormalities in Masking Tuning Curve in Early Progressive Hearing Loss Mouse Model,BIOMED RE I,
217517585P3,"Clermont Auvergne Univ, Cellular Hlth Imaging Ctr, Clermont Ferrand, France",,CLERMONT-FERRAND,NC,2018,SMV,Transient Abnormalities in Masking Tuning Curve in Early Progressive Hearing Loss Mouse Model,BIOMED RE I,
217522962P29,"Univ Blaise Pascal, Clermont Univ, Lab Phys Corpusculaire, CNRS,IN2P3, BP 10448, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,NC,2018,SMV,All-flavor Search for a Diffuse Flux of Cosmic Neutrinos with Nine Years of ANTARES Data,ASTROPH J L,
217523067P1,"Jean Perrin Comprehens Canc Ctr, Dept Surg Oncol, 58 Rue Montalembert, F-63011 Clermont Ferrand, France",63011,CLERMONT-FERRAND,C,2018,SMV,Analysis of tumour-infiltrating lymphocytes reveals two new biologically different subgroups of breast ductal carcinoma in situ,BMC CANCER,
217523067P2,"Jean Perrin Comprehens Canc Ctr, Dept Surg Pathol & Biopathol, 58 Rue Montalembert,BP392, F-63011 Clermont Ferrand, France",63011,CLERMONT-FERRAND,C,2018,SMV,Analysis of tumour-infiltrating lymphocytes reveals two new biologically different subgroups of breast ductal carcinoma in situ,BMC CANCER,
217523067P4,"Jean Perrin Comprehens Canc Ctr, Dept Clin Res, 58 Rue Montalembert, F-63011 Clermont Ferrand, France",63011,CLERMONT-FERRAND,C,2018,SMV,Analysis of tumour-infiltrating lymphocytes reveals two new biologically different subgroups of breast ductal carcinoma in situ,BMC CANCER,
217523067P5,"Univ Clermont Auvergne, Jean Perrin Comprehens Canc Ctr, INSERM U1240, 58 Rue Montalembert, F-63011 Clermont Ferrand, France",63011,CLERMONT-FERRAND,C,2018,SMV,Analysis of tumour-infiltrating lymphocytes reveals two new biologically different subgroups of breast ductal carcinoma in situ,BMC CANCER,
217523643P3,"CHU Clermont Ferrand, Biochim & Biol Mol, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,Vitamin A status in healthy women eating traditionally prepared spirulina (Dihe) in the Chad Lake area,PLOS ONE,
217523643P7,"CHU Clermont Ferrand, DRCI, Unite Biostat, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,Vitamin A status in healthy women eating traditionally prepared spirulina (Dihe) in the Chad Lake area,PLOS ONE,
217524157P9,"Univ Clermont Auvergne, Inserm U1071, INRA USC2018, M2iSH, F-63000 Clermont Ferrand, France",63000,CLERMONT-FERRAND,C,2018,SMV,Microbiota derived short chain fatty acids promote histone crotonylation in the colon through histone deacetylases,NAT COMMUN,
217524315P60,"Univ Clermont Auvergne, CNRS, IN2P3, LPC, Clermont Ferrand, France",,CLERMONT-FERRAND,C,2018,SMV,Search for heavy resonances decaying into WW in the e nu mu nu final state in pp collisions at root s=13 TeV with the ATLAS detector,EUR PHY J C,
